project_class,local_file,source_split,rvlcdip_filename,label_id,source
letter,letter_0040.png,train,86005243.tif,0,rvlcdip
letter,letter_0041.png,train,0060196964.tif,0,rvlcdip
letter,letter_0042.png,train,50019782.tif,0,rvlcdip
letter,letter_0043.png,train,513992876_513992879.tif,0,rvlcdip
letter,letter_0044.png,train,2071652355.tif,0,rvlcdip
letter,letter_0045.png,train,87683148.tif,0,rvlcdip
letter,letter_0046.png,train,2026372242.tif,0,rvlcdip
letter,letter_0047.png,train,tim01049.63.tif,0,rvlcdip
letter,letter_0048.png,train,502228308+-8308.tif,0,rvlcdip
letter,letter_0049.png,train,04354968_4969.tif,0,rvlcdip
form,form_0000.png,train,2030053328.tif,1,rvlcdip
form,form_0001.png,train,2075774440.tif,1,rvlcdip
form,form_0002.png,train,2044221110_1111.tif,1,rvlcdip
form,form_0003.png,train,516871285+-1286.tif,1,rvlcdip
form,form_0004.png,train,0001438955.tif,1,rvlcdip
form,form_0005.png,train,0012529284.tif,1,rvlcdip
form,form_0006.png,train,0060101956.tif,1,rvlcdip
form,form_0007.png,train,520618201+-8215.tif,1,rvlcdip
form,form_0008.png,train,2041167151.tif,1,rvlcdip
form,form_0009.png,train,2025324595.tif,1,rvlcdip
form,form_0010.png,train,2504026981.tif,1,rvlcdip
form,form_0011.png,train,2054500156.tif,1,rvlcdip
form,form_0012.png,train,2063856140_6141.tif,1,rvlcdip
form,form_0013.png,train,2024683837.tif,1,rvlcdip
form,form_0014.png,train,2074636278.tif,1,rvlcdip
form,form_0015.png,train,2048225492.tif,1,rvlcdip
form,form_0016.png,train,2505161512.tif,1,rvlcdip
form,form_0017.png,train,0001246104.tif,1,rvlcdip
form,form_0018.png,train,2051046297_2051046300.tif,1,rvlcdip
form,form_0019.png,train,522723285+-3287.tif,1,rvlcdip
form,form_0020.png,train,2028742026_2028742027.tif,1,rvlcdip
form,form_0021.png,train,506432063_506432081.tif,1,rvlcdip
form,form_0022.png,train,83612724.tif,1,rvlcdip
form,form_0023.png,train,507064884.tif,1,rvlcdip
form,form_0024.png,train,2028874596.tif,1,rvlcdip
form,form_0025.png,train,2501614242.tif,1,rvlcdip
form,form_0026.png,train,0060036831.tif,1,rvlcdip
form,form_0027.png,train,0012798572.tif,1,rvlcdip
form,form_0028.png,train,2024027224.tif,1,rvlcdip
form,form_0029.png,train,81619486_9488.tif,1,rvlcdip
form,form_0030.png,train,2086083859.tif,1,rvlcdip
form,form_0031.png,train,672375.tif,1,rvlcdip
form,form_0032.png,train,518161785+-1785.tif,1,rvlcdip
form,form_0033.png,train,2029135490.tif,1,rvlcdip
form,form_0034.png,train,2043129585_2043129590.tif,1,rvlcdip
form,form_0035.png,train,513032938.tif,1,rvlcdip
form,form_0036.png,train,2077876860.tif,1,rvlcdip
form,form_0037.png,train,518547904+-7905.tif,1,rvlcdip
form,form_0038.png,train,2064280869.tif,1,rvlcdip
form,form_0039.png,train,2074133419.tif,1,rvlcdip
form,form_0040.png,train,93117995_7997.tif,1,rvlcdip
form,form_0041.png,train,2057716795_2057716796.tif,1,rvlcdip
form,form_0042.png,train,512989302.tif,1,rvlcdip
form,form_0043.png,train,86220490.tif,1,rvlcdip
form,form_0044.png,train,93177917.tif,1,rvlcdip
form,form_0045.png,train,2072129072.tif,1,rvlcdip
form,form_0046.png,train,87459786a_9788.tif,1,rvlcdip
form,form_0047.png,train,514215541+-5541.tif,1,rvlcdip
form,form_0048.png,train,2077934481.tif,1,rvlcdip
form,form_0049.png,train,0000989826.tif,1,rvlcdip
report,report_0000.png,train,70109398-9408.tif,5,rvlcdip
report,report_0001.png,train,87431032_87431056.tif,5,rvlcdip
report,report_0002.png,train,2064224758_4759.tif,5,rvlcdip
report,report_0003.png,train,81305509.tif,5,rvlcdip
report,report_0004.png,train,2501997584.tif,5,rvlcdip
report,report_0005.png,train,2057776347.tif,5,rvlcdip
report,report_0006.png,train,87851735_87851743.tif,5,rvlcdip
report,report_0007.png,train,88214917_4923.tif,5,rvlcdip
report,report_0008.png,train,2026210869.tif,5,rvlcdip
report,report_0009.png,train,2022179583.tif,5,rvlcdip
report,report_0010.png,train,2001116426.tif,5,rvlcdip
report,report_0011.png,train,2501947526_7530.tif,5,rvlcdip
report,report_0012.png,train,2028528688_2028528706.tif,5,rvlcdip
report,report_0013.png,train,2028875572.tif,5,rvlcdip
report,report_0014.png,train,2501124129_2501124132.tif,5,rvlcdip
report,report_0015.png,train,00834379_4395.tif,5,rvlcdip
report,report_0016.png,train,2023118642_2023118643.tif,5,rvlcdip
report,report_0017.png,train,2024442203.tif,5,rvlcdip
report,report_0018.png,train,2064717921_7943.tif,5,rvlcdip
report,report_0019.png,train,87636021_87636028.tif,5,rvlcdip
report,report_0020.png,train,50722058-2108.tif,5,rvlcdip
report,report_0021.png,train,2055054854_2055054857.tif,5,rvlcdip
report,report_0022.png,train,2064766009_6022.tif,5,rvlcdip
report,report_0023.png,train,2076906781_6782.tif,5,rvlcdip
report,report_0024.png,train,87445037.tif,5,rvlcdip
report,report_0025.png,train,2501155477.tif,5,rvlcdip
report,report_0026.png,train,2501758029_8046.tif,5,rvlcdip
report,report_0027.png,train,10080337_10080350.tif,5,rvlcdip
report,report_0028.png,train,80232500_80232524.tif,5,rvlcdip
report,report_0029.png,train,81302973.tif,5,rvlcdip
report,report_0030.png,train,2074406831.tif,5,rvlcdip
report,report_0031.png,train,87430136.tif,5,rvlcdip
report,report_0032.png,train,2050056147.tif,5,rvlcdip
report,report_0033.png,train,87212059_87212066.tif,5,rvlcdip
report,report_0034.png,train,2022186225.tif,5,rvlcdip
report,report_0035.png,train,2062045537.tif,5,rvlcdip
report,report_0036.png,train,2000459755.tif,5,rvlcdip
report,report_0037.png,train,2501951845.tif,5,rvlcdip
report,report_0038.png,train,2505336064.tif,5,rvlcdip
report,report_0039.png,train,2505411841.tif,5,rvlcdip
report,report_0040.png,train,89978168_8184.tif,5,rvlcdip
report,report_0041.png,train,2028796209.tif,5,rvlcdip
report,report_0042.png,train,10070922_10070923.tif,5,rvlcdip
report,report_0043.png,train,2053776307_2053776314.tif,5,rvlcdip
report,report_0044.png,train,2028881348_2028881349.tif,5,rvlcdip
report,report_0045.png,train,2000459715.tif,5,rvlcdip
report,report_0046.png,train,2022232036_2022232037.tif,5,rvlcdip
report,report_0047.png,train,2022180280_2022180281.tif,5,rvlcdip
report,report_0048.png,train,2026207475_2026207485.tif,5,rvlcdip
report,report_0049.png,train,2046776340_2046776347.tif,5,rvlcdip
article,article_0000.png,train,2072551973.tif,9,rvlcdip
article,article_0001.png,train,tob14026.34_tob14026.35.tif,9,rvlcdip
article,article_0002.png,train,tob08700.15.tif,9,rvlcdip
article,article_0003.png,train,2024181547.tif,9,rvlcdip
article,article_0004.png,train,2064700614_0617.tif,9,rvlcdip
article,article_0005.png,train,2500066627.tif,9,rvlcdip
article,article_0006.png,train,2077357172.tif,9,rvlcdip
article,article_0007.png,train,ti16830045.tif,9,rvlcdip
article,article_0008.png,train,ti17310593_0594.tif,9,rvlcdip
article,article_0009.png,train,tob06203.94.tif,9,rvlcdip
article,article_0010.png,train,0000341755.tif,9,rvlcdip
article,article_0011.png,train,corti0009098_9100.tif,9,rvlcdip
article,article_0012.png,train,1003044853-a.tif,9,rvlcdip
article,article_0013.png,train,tob11415.60.tif,9,rvlcdip
article,article_0014.png,train,1000749938.tif,9,rvlcdip
article,article_0015.png,train,corti0009665.tif,9,rvlcdip
article,article_0016.png,train,2001210024_2001210025.tif,9,rvlcdip
article,article_0017.png,train,2048391723.tif,9,rvlcdip
article,article_0018.png,train,0000333645.tif,9,rvlcdip
article,article_0019.png,train,0000278912.tif,9,rvlcdip
article,article_0020.png,train,tob12311.87_tob12311.89.tif,9,rvlcdip
article,article_0021.png,train,2501355879.tif,9,rvlcdip
article,article_0022.png,train,2074413903.tif,9,rvlcdip
article,article_0023.png,train,tob10615.20.tif,9,rvlcdip
article,article_0024.png,train,2501025900.tif,9,rvlcdip
article,article_0025.png,train,1003543424.tif,9,rvlcdip
article,article_0026.png,train,2025029115-a.tif,9,rvlcdip
article,article_0027.png,train,2080712064.tif,9,rvlcdip
article,article_0028.png,train,2061859081.tif,9,rvlcdip
article,article_0029.png,train,92352892a.tif,9,rvlcdip
article,article_0030.png,train,2085569006_9007.tif,9,rvlcdip
article,article_0031.png,train,tob11910.04_tob11910.08.tif,9,rvlcdip
article,article_0032.png,train,2083780391.tif,9,rvlcdip
article,article_0033.png,train,2044429472.tif,9,rvlcdip
article,article_0034.png,train,tob13608.98.tif,9,rvlcdip
article,article_0035.png,train,81761100.tif,9,rvlcdip
article,article_0036.png,train,03021474-b.tif,9,rvlcdip
article,article_0037.png,train,tob11709.39.tif,9,rvlcdip
article,article_0038.png,train,2083779722.tif,9,rvlcdip
article,article_0039.png,train,2085626844_6845.tif,9,rvlcdip
article,article_0040.png,train,95985400.tif,9,rvlcdip
article,article_0041.png,train,2080734096_4097.tif,9,rvlcdip
article,article_0042.png,train,2501454254.tif,9,rvlcdip
article,article_0043.png,train,tob11708.74_tob11708.75.tif,9,rvlcdip
article,article_0044.png,train,2073344227_4231.tif,9,rvlcdip
article,article_0045.png,train,2080736786.tif,9,rvlcdip
article,article_0046.png,train,2025028383-a.tif,9,rvlcdip
article,article_0047.png,train,2083780721.tif,9,rvlcdip
article,article_0048.png,train,1003543524-a.tif,9,rvlcdip
article,article_0049.png,train,2015059275.tif,9,rvlcdip
invoice,invoice_0000.png,train,2077876420_6421.tif,11,rvlcdip
invoice,invoice_0001.png,train,0001453155.tif,11,rvlcdip
invoice,invoice_0002.png,train,2028746017.tif,11,rvlcdip
invoice,invoice_0003.png,train,2028741084_2028741085.tif,11,rvlcdip
invoice,invoice_0004.png,train,2501329715.tif,11,rvlcdip
invoice,invoice_0005.png,train,2021630861.tif,11,rvlcdip
invoice,invoice_0006.png,train,2084020041.tif,11,rvlcdip
invoice,invoice_0007.png,train,2029370437.tif,11,rvlcdip
invoice,invoice_0008.png,train,50063579.tif,11,rvlcdip
invoice,invoice_0009.png,train,2024474923.tif,11,rvlcdip
invoice,invoice_0010.png,train,500035418.tif,11,rvlcdip
invoice,invoice_0011.png,train,2085538583.tif,11,rvlcdip
invoice,invoice_0012.png,train,0000514354.tif,11,rvlcdip
invoice,invoice_0013.png,train,01254399.tif,11,rvlcdip
invoice,invoice_0014.png,train,2063116026.tif,11,rvlcdip
invoice,invoice_0015.png,train,ti17171860.tif,11,rvlcdip
invoice,invoice_0016.png,train,515618103+-8122.tif,11,rvlcdip
invoice,invoice_0017.png,train,00921693.tif,11,rvlcdip
invoice,invoice_0018.png,train,2028743021.tif,11,rvlcdip
invoice,invoice_0019.png,train,502480946.tif,11,rvlcdip
invoice,invoice_0020.png,train,501012820.tif,11,rvlcdip
invoice,invoice_0021.png,train,2023592335.tif,11,rvlcdip
invoice,invoice_0022.png,train,2028725227.tif,11,rvlcdip
invoice,invoice_0023.png,train,2029370377.tif,11,rvlcdip
invoice,invoice_0024.png,train,91580930.tif,11,rvlcdip
invoice,invoice_0025.png,train,2028708771.tif,11,rvlcdip
invoice,invoice_0026.png,train,00920320.tif,11,rvlcdip
invoice,invoice_0027.png,train,506186089_506186096.tif,11,rvlcdip
invoice,invoice_0028.png,train,92856963.tif,11,rvlcdip
invoice,invoice_0029.png,train,92227311.tif,11,rvlcdip
invoice,invoice_0030.png,train,95824321.tif,11,rvlcdip
invoice,invoice_0031.png,train,91660776.tif,11,rvlcdip
invoice,invoice_0032.png,train,2083799894_9896.tif,11,rvlcdip
invoice,invoice_0033.png,train,0060075262.tif,11,rvlcdip
invoice,invoice_0034.png,train,518182970.tif,11,rvlcdip
invoice,invoice_0035.png,train,88131835.tif,11,rvlcdip
invoice,invoice_0036.png,train,88131855.tif,11,rvlcdip
invoice,invoice_0037.png,train,2080143457.tif,11,rvlcdip
invoice,invoice_0038.png,train,0001233921.tif,11,rvlcdip
invoice,invoice_0039.png,train,80703386.tif,11,rvlcdip
invoice,invoice_0040.png,train,91514909.tif,11,rvlcdip
invoice,invoice_0041.png,train,83542497.tif,11,rvlcdip
invoice,invoice_0042.png,train,50016371.tif,11,rvlcdip
invoice,invoice_0043.png,train,0060140654.tif,11,rvlcdip
invoice,invoice_0044.png,train,80211529.tif,11,rvlcdip
invoice,invoice_0045.png,train,0071006682.tif,11,rvlcdip
invoice,invoice_0046.png,train,515618144+-8153.tif,11,rvlcdip
invoice,invoice_0047.png,train,0001233632.tif,11,rvlcdip
invoice,invoice_0048.png,train,93219883.tif,11,rvlcdip
invoice,invoice_0049.png,train,CTRCONTRACTS022017-2.tif,11,rvlcdip
letter,letter_0050.png,validation,0071085436.tif,0,rvlcdip
letter,letter_0051.png,validation,500642929_500642930.tif,0,rvlcdip
letter,letter_0052.png,validation,2062101355.tif,0,rvlcdip
letter,letter_0053.png,validation,2040743643.tif,0,rvlcdip
letter,letter_0054.png,validation,2075700640.tif,0,rvlcdip
letter,letter_0055.png,validation,2074073606.tif,0,rvlcdip
letter,letter_0056.png,validation,94685391_5400.tif,0,rvlcdip
letter,letter_0057.png,validation,85082999.tif,0,rvlcdip
letter,letter_0058.png,validation,tob15100.86.tif,0,rvlcdip
letter,letter_0059.png,validation,50492614-2614.tif,0,rvlcdip
letter,letter_0060.png,validation,0060054762.tif,0,rvlcdip
letter,letter_0061.png,validation,500536762_500536764.tif,0,rvlcdip
letter,letter_0062.png,validation,2026454142_2026454143.tif,0,rvlcdip
letter,letter_0063.png,validation,93485164_5166.tif,0,rvlcdip
letter,letter_0064.png,validation,50056514.tif,0,rvlcdip
letter,letter_0065.png,validation,2041166632.tif,0,rvlcdip
letter,letter_0066.png,validation,506932624_506932625.tif,0,rvlcdip
letter,letter_0067.png,validation,502223085.tif,0,rvlcdip
letter,letter_0068.png,validation,506395754.tif,0,rvlcdip
letter,letter_0069.png,validation,10390942.tif,0,rvlcdip
letter,letter_0070.png,validation,524291215+-1215.tif,0,rvlcdip
letter,letter_0071.png,validation,0011907303.tif,0,rvlcdip
letter,letter_0072.png,validation,2026414245.tif,0,rvlcdip
letter,letter_0073.png,validation,2012583212_2012583213.tif,0,rvlcdip
letter,letter_0074.png,validation,504730700.tif,0,rvlcdip
form,form_0050.png,validation,2074589103.tif,1,rvlcdip
form,form_0051.png,validation,2086081025.tif,1,rvlcdip
form,form_0052.png,validation,525260477+-0477.tif,1,rvlcdip
form,form_0053.png,validation,522078028+-8046.tif,1,rvlcdip
form,form_0054.png,validation,2084616982_6983.tif,1,rvlcdip
form,form_0055.png,validation,2505153279.tif,1,rvlcdip
form,form_0056.png,validation,2077549677.tif,1,rvlcdip
form,form_0057.png,validation,2084107960.tif,1,rvlcdip
form,form_0058.png,validation,2063787839.tif,1,rvlcdip
form,form_0059.png,validation,2085594648.tif,1,rvlcdip
form,form_0060.png,validation,94227370.tif,1,rvlcdip
form,form_0061.png,validation,0060089303.tif,1,rvlcdip
form,form_0062.png,validation,2083816225.tif,1,rvlcdip
form,form_0063.png,validation,2063857770_7771.tif,1,rvlcdip
form,form_0064.png,validation,2076798993.tif,1,rvlcdip
form,form_0065.png,validation,0001484253.tif,1,rvlcdip
form,form_0066.png,validation,2076373241.tif,1,rvlcdip
form,form_0067.png,validation,2070261151.tif,1,rvlcdip
form,form_0068.png,validation,2074829171.tif,1,rvlcdip
form,form_0069.png,validation,2084594689.tif,1,rvlcdip
form,form_0070.png,validation,2029149564_2029149565.tif,1,rvlcdip
form,form_0071.png,validation,2024612780.tif,1,rvlcdip
form,form_0072.png,validation,506454201.tif,1,rvlcdip
form,form_0073.png,validation,2084381550_1555.tif,1,rvlcdip
form,form_0074.png,validation,1003540309_1003540318.tif,1,rvlcdip
report,report_0050.png,validation,2001234756_2001234764.tif,5,rvlcdip
report,report_0051.png,validation,2062077953.tif,5,rvlcdip
report,report_0052.png,validation,2022226901.tif,5,rvlcdip
report,report_0053.png,validation,2076370519_0530.tif,5,rvlcdip
report,report_0054.png,validation,89340684_89340732.tif,5,rvlcdip
report,report_0055.png,validation,1001757330_1001757336.tif,5,rvlcdip
report,report_0056.png,validation,2020238434.tif,5,rvlcdip
report,report_0057.png,validation,03359754_03359780.tif,5,rvlcdip
report,report_0058.png,validation,2050834450_2050834451.tif,5,rvlcdip
report,report_0059.png,validation,50308421-8421.tif,5,rvlcdip
report,report_0060.png,validation,87444232_87444250.tif,5,rvlcdip
report,report_0061.png,validation,10022346_10022359.tif,5,rvlcdip
report,report_0062.png,validation,2505380424.tif,5,rvlcdip
report,report_0063.png,validation,98703373.tif,5,rvlcdip
report,report_0064.png,validation,2501536954_2501536985.tif,5,rvlcdip
report,report_0065.png,validation,2056698624_2056698636.tif,5,rvlcdip
report,report_0066.png,validation,2505304306_4399.tif,5,rvlcdip
report,report_0067.png,validation,2028973072_2028973146.tif,5,rvlcdip
report,report_0068.png,validation,2028798983_2028799042.tif,5,rvlcdip
report,report_0069.png,validation,2062093441_2062093447.tif,5,rvlcdip
report,report_0070.png,validation,2501559700_2501559880.tif,5,rvlcdip
report,report_0071.png,validation,2000510922_2000510923.tif,5,rvlcdip
report,report_0072.png,validation,2505377429_7434.tif,5,rvlcdip
report,report_0073.png,validation,2505411634.tif,5,rvlcdip
report,report_0074.png,validation,2057143842.tif,5,rvlcdip
article,article_0050.png,validation,ti17520993_0994.tif,9,rvlcdip
article,article_0051.png,validation,2077152141.tif,9,rvlcdip
article,article_0052.png,validation,corti0009753.tif,9,rvlcdip
article,article_0053.png,validation,2501205174.tif,9,rvlcdip
article,article_0054.png,validation,1000217642.tif,9,rvlcdip
article,article_0055.png,validation,2081645450.tif,9,rvlcdip
article,article_0056.png,validation,82227552.tif,9,rvlcdip
article,article_0057.png,validation,1003043373-a.tif,9,rvlcdip
article,article_0058.png,validation,2073724042.tif,9,rvlcdip
article,article_0059.png,validation,tob13122.52.tif,9,rvlcdip
article,article_0060.png,validation,2071275536.tif,9,rvlcdip
article,article_0061.png,validation,2072006242.tif,9,rvlcdip
article,article_0062.png,validation,2023894139-b_2023894140.tif,9,rvlcdip
article,article_0063.png,validation,tob14406.22.tif,9,rvlcdip
article,article_0064.png,validation,1003044324-b.tif,9,rvlcdip
article,article_0065.png,validation,2083506319.tif,9,rvlcdip
article,article_0066.png,validation,2083780685.tif,9,rvlcdip
article,article_0067.png,validation,2083780039.tif,9,rvlcdip
article,article_0068.png,validation,1003537845-d.tif,9,rvlcdip
article,article_0069.png,validation,tob11708.09.tif,9,rvlcdip
article,article_0070.png,validation,2046305060.tif,9,rvlcdip
article,article_0071.png,validation,1002392859_1002392860.tif,9,rvlcdip
article,article_0072.png,validation,tob02436.71.tif,9,rvlcdip
article,article_0073.png,validation,2083513848.tif,9,rvlcdip
article,article_0074.png,validation,2024950569.tif,9,rvlcdip
invoice,invoice_0050.png,validation,506292144+-2144.tif,11,rvlcdip
invoice,invoice_0051.png,validation,87149121.tif,11,rvlcdip
invoice,invoice_0052.png,validation,11231340.tif,11,rvlcdip
invoice,invoice_0053.png,validation,1000127836.tif,11,rvlcdip
invoice,invoice_0054.png,validation,87147446.tif,11,rvlcdip
invoice,invoice_0055.png,validation,91031474.tif,11,rvlcdip
invoice,invoice_0056.png,validation,92676766.tif,11,rvlcdip
invoice,invoice_0057.png,validation,92860936.tif,11,rvlcdip
invoice,invoice_0058.png,validation,86016250.tif,11,rvlcdip
invoice,invoice_0059.png,validation,0060034508.tif,11,rvlcdip
invoice,invoice_0060.png,validation,501149452.tif,11,rvlcdip
invoice,invoice_0061.png,validation,89000024.tif,11,rvlcdip
invoice,invoice_0062.png,validation,CTRCONTRACTS022537-2.tif,11,rvlcdip
invoice,invoice_0063.png,validation,2059478435.tif,11,rvlcdip
invoice,invoice_0064.png,validation,518182332.tif,11,rvlcdip
invoice,invoice_0065.png,validation,91578104.tif,11,rvlcdip
invoice,invoice_0066.png,validation,89293051.tif,11,rvlcdip
invoice,invoice_0067.png,validation,80701160.tif,11,rvlcdip
invoice,invoice_0068.png,validation,1000047146.tif,11,rvlcdip
invoice,invoice_0069.png,validation,2084020321_0322.tif,11,rvlcdip
invoice,invoice_0070.png,validation,2063591345.tif,11,rvlcdip
invoice,invoice_0071.png,validation,2028699272.tif,11,rvlcdip
invoice,invoice_0072.png,validation,2501329351.tif,11,rvlcdip
invoice,invoice_0073.png,validation,0000113799.tif,11,rvlcdip
invoice,invoice_0074.png,validation,81440422.tif,11,rvlcdip
letter,letter_0075.png,test,0060088947.tif,0,rvlcdip
letter,letter_0076.png,test,2043429159.tif,0,rvlcdip
letter,letter_0077.png,test,505365510+-5511.tif,0,rvlcdip
letter,letter_0078.png,test,2029187335.tif,0,rvlcdip
letter,letter_0079.png,test,506047348+-7349.tif,0,rvlcdip
letter,letter_0080.png,test,2049403386.tif,0,rvlcdip
letter,letter_0081.png,test,506419369.tif,0,rvlcdip
letter,letter_0082.png,test,501380936+-0936.tif,0,rvlcdip
letter,letter_0083.png,test,509153671.tif,0,rvlcdip
letter,letter_0084.png,test,505351783.tif,0,rvlcdip
letter,letter_0085.png,test,505709083+-9083.tif,0,rvlcdip
letter,letter_0086.png,test,514424805_514424814.tif,0,rvlcdip
letter,letter_0087.png,test,506108003_506108004.tif,0,rvlcdip
letter,letter_0088.png,test,2065418675.tif,0,rvlcdip
letter,letter_0089.png,test,508078927.tif,0,rvlcdip
letter,letter_0090.png,test,0060283358.tif,0,rvlcdip
letter,letter_0091.png,test,0071033909.tif,0,rvlcdip
letter,letter_0092.png,test,81602572_2573.tif,0,rvlcdip
letter,letter_0093.png,test,tob10515.49.tif,0,rvlcdip
letter,letter_0094.png,test,50230435-0435.tif,0,rvlcdip
letter,letter_0095.png,test,44007330.tif,0,rvlcdip
letter,letter_0096.png,test,50349539-9539.tif,0,rvlcdip
letter,letter_0097.png,test,tnwl0028494.tif,0,rvlcdip
letter,letter_0098.png,test,2026003547.tif,0,rvlcdip
letter,letter_0099.png,test,0071081983.tif,0,rvlcdip
form,form_0075.png,test,2072555634.tif,1,rvlcdip
form,form_0076.png,test,2030375270.tif,1,rvlcdip
form,form_0077.png,test,2505412210.tif,1,rvlcdip
form,form_0078.png,test,522687832+-7838.tif,1,rvlcdip
form,form_0079.png,test,2076614893.tif,1,rvlcdip
form,form_0080.png,test,2505397417.tif,1,rvlcdip
form,form_0081.png,test,508221875+-1876.tif,1,rvlcdip
form,form_0082.png,test,2085609688_9690.tif,1,rvlcdip
form,form_0083.png,test,505043858_505043859.tif,1,rvlcdip
form,form_0084.png,test,2061671721.tif,1,rvlcdip
form,form_0085.png,test,2024205622.tif,1,rvlcdip
form,form_0086.png,test,94067158.tif,1,rvlcdip
form,form_0087.png,test,2505372285.tif,1,rvlcdip
form,form_0088.png,test,2065360166.tif,1,rvlcdip
form,form_0089.png,test,2084337379.tif,1,rvlcdip
form,form_0090.png,test,524744030+-4030.tif,1,rvlcdip
form,form_0091.png,test,2028999667.tif,1,rvlcdip
form,form_0092.png,test,81310561.tif,1,rvlcdip
form,form_0093.png,test,2084605329.tif,1,rvlcdip
form,form_0094.png,test,2062299662.tif,1,rvlcdip
form,form_0095.png,test,2030116126.tif,1,rvlcdip
form,form_0096.png,test,2029245071.tif,1,rvlcdip
form,form_0097.png,test,0060087997.tif,1,rvlcdip
form,form_0098.png,test,2058004960.tif,1,rvlcdip
form,form_0099.png,test,2026221398.tif,1,rvlcdip
report,report_0075.png,test,01337877_01337909.tif,5,rvlcdip
report,report_0076.png,test,2028700123.tif,5,rvlcdip
report,report_0077.png,test,50368697-8699.tif,5,rvlcdip
report,report_0078.png,test,00965350_00965352.tif,5,rvlcdip
report,report_0079.png,test,2029162417.tif,5,rvlcdip
report,report_0080.png,test,2029028944_2029028970.tif,5,rvlcdip
report,report_0081.png,test,2024437528_2024437535.tif,5,rvlcdip
report,report_0082.png,test,2029116328_2029116346.tif,5,rvlcdip
report,report_0083.png,test,2501667949_2501667957.tif,5,rvlcdip
report,report_0084.png,test,87673604_87673622.tif,5,rvlcdip
report,report_0085.png,test,1002945775_1002945874.tif,5,rvlcdip
report,report_0086.png,test,2501782121.tif,5,rvlcdip
report,report_0087.png,test,1003081493_1003081496.tif,5,rvlcdip
report,report_0088.png,test,89418741_8746.tif,5,rvlcdip
report,report_0089.png,test,2028890404_0408.tif,5,rvlcdip
report,report_0090.png,test,88180620.tif,5,rvlcdip
report,report_0091.png,test,2024516480.tif,5,rvlcdip
report,report_0092.png,test,2073516164.tif,5,rvlcdip
report,report_0093.png,test,1002648919.tif,5,rvlcdip
report,report_0094.png,test,1005127370.tif,5,rvlcdip
report,report_0095.png,test,2501664635.tif,5,rvlcdip
report,report_0096.png,test,89532777.tif,5,rvlcdip
report,report_0097.png,test,89977526_7546.tif,5,rvlcdip
report,report_0098.png,test,2078640682_0683.tif,5,rvlcdip
report,report_0099.png,test,01110346_0359.tif,5,rvlcdip
article,article_0075.png,test,tob02006.68.tif,9,rvlcdip
article,article_0076.png,test,2073415972.tif,9,rvlcdip
article,article_0077.png,test,2083513969.tif,9,rvlcdip
article,article_0078.png,test,2046295861_5862.tif,9,rvlcdip
article,article_0079.png,test,2083779161.tif,9,rvlcdip
article,article_0080.png,test,1003726834-a.tif,9,rvlcdip
