doc_id,class,page_file,source,split
sroie_X51006393377,receipt,datasets/raw/receipt/receipt_0073.jpg,sroie,test
sroie_X51006311767,receipt,datasets/raw/receipt/receipt_0004.jpg,sroie,test
ti17310593_0594,article,datasets/raw/article/article_0008.png,rvlcdip,test
2063195050,letter,datasets/raw/letter/letter_0010.png,rvlcdip,validation
522723285+-3287,form,datasets/raw/form/form_0019.png,rvlcdip,test
2029370437,invoice,datasets/raw/invoice/invoice_0007.png,rvlcdip,test
50019782,letter,datasets/raw/letter/letter_0042.png,rvlcdip,validation
514424805_514424814,letter,datasets/raw/letter/letter_0086.png,rvlcdip,validation
2077876860,form,datasets/raw/form/form_0036.png,rvlcdip,test
sroie_X51007339651,receipt,datasets/raw/receipt/receipt_0086.jpg,sroie,test
1002404223d,article,datasets/raw/article/article_0083.png,rvlcdip,test
1000127836,invoice,datasets/raw/invoice/invoice_0053.png,rvlcdip,test
sroie_X51005433538,receipt,datasets/raw/receipt/receipt_0173.jpg,sroie,test
sroie_X51008099044,receipt,datasets/raw/receipt/receipt_0007.jpg,sroie,test
2028700123,report,datasets/raw/report/report_0076.png,rvlcdip,test
2050056147,report,datasets/raw/report/report_0032.png,rvlcdip,test
2084020097,invoice,datasets/raw/invoice/invoice_0090.png,rvlcdip,test
89293051,invoice,datasets/raw/invoice/invoice_0066.png,rvlcdip,test
506932624_506932625,letter,datasets/raw/letter/letter_0066.png,rvlcdip,validation
2064717921_7943,report,datasets/raw/report/report_0018.png,rvlcdip,test
0060346741,letter,datasets/raw/letter/letter_0033.png,rvlcdip,validation
2505304306_4399,report,datasets/raw/report/report_0066.png,rvlcdip,test
sroie_X51006392313,receipt,datasets/raw/receipt/receipt_0081.jpg,sroie,test
sroie_X51005442383,receipt,datasets/raw/receipt/receipt_0134.jpg,sroie,test
2084337379,form,datasets/raw/form/form_0089.png,rvlcdip,test
2062299662,form,datasets/raw/form/form_0094.png,rvlcdip,test
sroie_X51005663273,receipt,datasets/raw/receipt/receipt_0036.jpg,sroie,test
2028697984,invoice,datasets/raw/invoice/invoice_0075.png,rvlcdip,test
2074636278,form,datasets/raw/form/form_0014.png,rvlcdip,test
512989302,form,datasets/raw/form/form_0042.png,rvlcdip,test
2024027224,form,datasets/raw/form/form_0028.png,rvlcdip,test
506395754,letter,datasets/raw/letter/letter_0068.png,rvlcdip,validation
87459786a_9788,form,datasets/raw/form/form_0046.png,rvlcdip,test
86005243,letter,datasets/raw/letter/letter_0040.png,rvlcdip,validation
95985400,article,datasets/raw/article/article_0040.png,rvlcdip,test
91578104,invoice,datasets/raw/invoice/invoice_0065.png,rvlcdip,test
sroie_X51008164991,receipt,datasets/raw/receipt/receipt_0020.jpg,sroie,test
2072551973,article,datasets/raw/article/article_0000.png,rvlcdip,validation
tob11708.74_tob11708.75,article,datasets/raw/article/article_0043.png,rvlcdip,validation
2083780685,article,datasets/raw/article/article_0066.png,rvlcdip,validation
1003543524-a,article,datasets/raw/article/article_0048.png,rvlcdip,validation
2041167151,form,datasets/raw/form/form_0008.png,rvlcdip,validation
2073297293,letter,datasets/raw/letter/letter_0015.png,rvlcdip,validation
2048294240,article,datasets/raw/article/article_0097.png,rvlcdip,validation
sroie_X51007339100,receipt,datasets/raw/receipt/receipt_0071.jpg,sroie,test
2501454254,article,datasets/raw/article/article_0042.png,rvlcdip,validation
sroie_X51008042782,receipt,datasets/raw/receipt/receipt_0042.jpg,sroie,validation
2053776307_2053776314,report,datasets/raw/report/report_0043.png,rvlcdip,test
2077152141,article,datasets/raw/article/article_0051.png,rvlcdip,validation
sroie_X51006555570,receipt,datasets/raw/receipt/receipt_0139.jpg,sroie,validation
50349539-9539,letter,datasets/raw/letter/letter_0096.png,rvlcdip,validation
518182332,invoice,datasets/raw/invoice/invoice_0064.png,rvlcdip,test
2024474923,invoice,datasets/raw/invoice/invoice_0009.png,rvlcdip,validation
2050834450_2050834451,report,datasets/raw/report/report_0058.png,rvlcdip,validation
0060101956,form,datasets/raw/form/form_0006.png,rvlcdip,validation
sroie_X51008123599,receipt,datasets/raw/receipt/receipt_0057.jpg,sroie,validation
sroie_X51008142005,receipt,datasets/raw/receipt/receipt_0194.jpg,sroie,validation
03359754_03359780,report,datasets/raw/report/report_0057.png,rvlcdip,validation
2000510922_2000510923,report,datasets/raw/report/report_0071.png,rvlcdip,validation
0000514354,invoice,datasets/raw/invoice/invoice_0012.png,rvlcdip,validation
83542497,invoice,datasets/raw/invoice/invoice_0041.png,rvlcdip,validation
2049403386,letter,datasets/raw/letter/letter_0080.png,rvlcdip,validation
sroie_X51006857071,receipt,datasets/raw/receipt/receipt_0172.jpg,sroie,validation
2056698624_2056698636,report,datasets/raw/report/report_0065.png,rvlcdip,validation
87851735_87851743,report,datasets/raw/report/report_0006.png,rvlcdip,validation
94685391_5400,letter,datasets/raw/letter/letter_0056.png,rvlcdip,validation
2074829171,form,datasets/raw/form/form_0068.png,rvlcdip,validation
1003044853-a,article,datasets/raw/article/article_0012.png,rvlcdip,validation
2063856140_6141,form,datasets/raw/form/form_0012.png,rvlcdip,validation
01254399,invoice,datasets/raw/invoice/invoice_0013.png,rvlcdip,validation
2075700640,letter,datasets/raw/letter/letter_0054.png,rvlcdip,validation
2024950569,article,datasets/raw/article/article_0074.png,rvlcdip,validation
sroie_X51008123451,receipt,datasets/raw/receipt/receipt_0184.jpg,sroie,validation
506454201,form,datasets/raw/form/form_0072.png,rvlcdip,validation
sroie_X51005568884,receipt,datasets/raw/receipt/receipt_0054.jpg,sroie,validation
sroie_X51006557202,receipt,datasets/raw/receipt/receipt_0060.jpg,sroie,validation
507770172_507770173,letter,datasets/raw/letter/letter_0023.png,rvlcdip,validation
2501782121,report,datasets/raw/report/report_0086.png,rvlcdip,validation
sroie_X51005605286,receipt,datasets/raw/receipt/receipt_0034.jpg,sroie,validation
sroie_X51005605333,receipt,datasets/raw/receipt/receipt_0013.jpg,sroie,validation
tnwl0028494,letter,datasets/raw/letter/letter_0097.png,rvlcdip,validation
513992876_513992879,letter,datasets/raw/letter/letter_0043.png,rvlcdip,train
2042824582,invoice,datasets/raw/invoice/invoice_0094.png,rvlcdip,validation
502480946,invoice,datasets/raw/invoice/invoice_0019.png,rvlcdip,validation
ti17520993_0994,article,datasets/raw/article/article_0050.png,rvlcdip,validation
50056514,letter,datasets/raw/letter/letter_0064.png,rvlcdip,train
500536762_500536764,letter,datasets/raw/letter/letter_0061.png,rvlcdip,train
87636021_87636028,report,datasets/raw/report/report_0019.png,rvlcdip,validation
2076370519_0530,report,datasets/raw/report/report_0053.png,rvlcdip,validation
sroie_X51006619696,receipt,datasets/raw/receipt/receipt_0044.jpg,sroie,validation
91660776,invoice,datasets/raw/invoice/invoice_0031.png,rvlcdip,validation
2026221398,form,datasets/raw/form/form_0099.png,rvlcdip,validation
1000217642,article,datasets/raw/article/article_0054.png,rvlcdip,validation
sroie_X51006557193,receipt,datasets/raw/receipt/receipt_0125.jpg,sroie,validation
CTRCONTRACTS022537-2,invoice,datasets/raw/invoice/invoice_0062.png,rvlcdip,validation
sroie_X51005719896,receipt,datasets/raw/receipt/receipt_0061.jpg,sroie,validation
89978168_8184,report,datasets/raw/report/report_0040.png,rvlcdip,validation
2080734096_4097,article,datasets/raw/article/article_0041.png,rvlcdip,validation
0012798572,form,datasets/raw/form/form_0027.png,rvlcdip,validation
1003044324-b,article,datasets/raw/article/article_0064.png,rvlcdip,validation
0060089303,form,datasets/raw/form/form_0061.png,rvlcdip,validation
sroie_X51007846325,receipt,datasets/raw/receipt/receipt_0199.jpg,sroie,validation
2026454142_2026454143,letter,datasets/raw/letter/letter_0062.png,rvlcdip,train
tob10609.55,article,datasets/raw/article/article_0090.png,rvlcdip,validation
tob11709.39,article,datasets/raw/article/article_0037.png,rvlcdip,validation
506419369,letter,datasets/raw/letter/letter_0081.png,rvlcdip,train
sroie_X51008114281,receipt,datasets/raw/receipt/receipt_0096.jpg,sroie,validation
sroie_X51006387951,receipt,datasets/raw/receipt/receipt_0111.jpg,sroie,validation
2501559700_2501559880,report,datasets/raw/report/report_0070.png,rvlcdip,validation
0001484253,form,datasets/raw/form/form_0065.png,rvlcdip,validation
501149452,invoice,datasets/raw/invoice/invoice_0060.png,rvlcdip,validation
sroie_X51007103643,receipt,datasets/raw/receipt/receipt_0135.jpg,sroie,validation
sroie_X51008030566,receipt,datasets/raw/receipt/receipt_0068.jpg,sroie,validation
2076614893,form,datasets/raw/form/form_0079.png,rvlcdip,validation
2024437528_2024437535,report,datasets/raw/report/report_0081.png,rvlcdip,validation
522687832+-7838,form,datasets/raw/form/form_0078.png,rvlcdip,validation
81302973,report,datasets/raw/report/report_0029.png,rvlcdip,validation
2028720072_2028720073,invoice,datasets/raw/invoice/invoice_0092.png,rvlcdip,validation
sroie_X51006392273,receipt,datasets/raw/receipt/receipt_0175.jpg,sroie,validation
2505412210,form,datasets/raw/form/form_0077.png,rvlcdip,validation
sroie_X51005663280,receipt,datasets/raw/receipt/receipt_0006.jpg,sroie,validation
2028725227,invoice,datasets/raw/invoice/invoice_0022.png,rvlcdip,validation
sroie_X51005447833,receipt,datasets/raw/receipt/receipt_0177.jpg,sroie,validation
2080143457,invoice,datasets/raw/invoice/invoice_0037.png,rvlcdip,validation
2071972444,invoice,datasets/raw/invoice/invoice_0076.png,rvlcdip,validation
0001233632,invoice,datasets/raw/invoice/invoice_0047.png,rvlcdip,validation
2001116426,report,datasets/raw/report/report_0010.png,rvlcdip,validation
1003726834-a,article,datasets/raw/article/article_0080.png,rvlcdip,train
1005127370,report,datasets/raw/report/report_0094.png,rvlcdip,validation
2501355879,article,datasets/raw/article/article_0021.png,rvlcdip,train
2083779722,article,datasets/raw/article/article_0038.png,rvlcdip,train
2062102120,invoice,datasets/raw/invoice/invoice_0093.png,rvlcdip,validation
tob13608.98,article,datasets/raw/article/article_0034.png,rvlcdip,train
sroie_X51007339643,receipt,datasets/raw/receipt/receipt_0157.jpg,sroie,validation
sroie_X51006466778,receipt,datasets/raw/receipt/receipt_0136.jpg,sroie,validation
509153671,letter,datasets/raw/letter/letter_0083.png,rvlcdip,train
1000047146,invoice,datasets/raw/invoice/invoice_0068.png,rvlcdip,train
sroie_X51008164999,receipt,datasets/raw/receipt/receipt_0181.jpg,sroie,validation
sroie_X51008142033,receipt,datasets/raw/receipt/receipt_0105.jpg,sroie,validation
2084594689,form,datasets/raw/form/form_0069.png,rvlcdip,validation
sroie_X51006619697,receipt,datasets/raw/receipt/receipt_0072.jpg,sroie,validation
87149121,invoice,datasets/raw/invoice/invoice_0051.png,rvlcdip,train
CTRCONTRACTS022512-2,invoice,datasets/raw/invoice/invoice_0084.png,rvlcdip,train
2022180280_2022180281,report,datasets/raw/report/report_0047.png,rvlcdip,validation
1000795900,article,datasets/raw/article/article_0086.png,rvlcdip,train
sroie_X51008114260,receipt,datasets/raw/receipt/receipt_0018.jpg,sroie,validation
94389950,invoice,datasets/raw/invoice/invoice_0088.png,rvlcdip,train
2500066627,article,datasets/raw/article/article_0005.png,rvlcdip,train
2022226901,report,datasets/raw/report/report_0052.png,rvlcdip,train
sroie_X51006414431,receipt,datasets/raw/receipt/receipt_0024.jpg,sroie,validation
0001453155,invoice,datasets/raw/invoice/invoice_0001.png,rvlcdip,train
94227370,form,datasets/raw/form/form_0060.png,rvlcdip,validation
2064280869,form,datasets/raw/form/form_0038.png,rvlcdip,validation
2085609688_9690,form,datasets/raw/form/form_0082.png,rvlcdip,train
tob08700.15,article,datasets/raw/article/article_0002.png,rvlcdip,train
03754530,article,datasets/raw/article/article_0099.png,rvlcdip,train
502367623,letter,datasets/raw/letter/letter_0009.png,rvlcdip,train
sroie_X51005712038,receipt,datasets/raw/receipt/receipt_0119.jpg,sroie,validation
2026207475_2026207485,report,datasets/raw/report/report_0048.png,rvlcdip,train
87683148,letter,datasets/raw/letter/letter_0045.png,rvlcdip,train
sroie_X51005663279,receipt,datasets/raw/receipt/receipt_0056.jpg,sroie,validation
0060052787,invoice,datasets/raw/invoice/invoice_0082.png,rvlcdip,train
81602572_2573,letter,datasets/raw/letter/letter_0092.png,rvlcdip,train
2028890404_0408,report,datasets/raw/report/report_0089.png,rvlcdip,train
sroie_X51005447860,receipt,datasets/raw/receipt/receipt_0050.jpg,sroie,train
2501951845,report,datasets/raw/report/report_0037.png,rvlcdip,train
ti17171860,invoice,datasets/raw/invoice/invoice_0015.png,rvlcdip,train
91049609_9610,article,datasets/raw/article/article_0091.png,rvlcdip,train
500642929_500642930,letter,datasets/raw/letter/letter_0051.png,rvlcdip,train
2074406831,report,datasets/raw/report/report_0030.png,rvlcdip,train
1000749938,article,datasets/raw/article/article_0014.png,rvlcdip,train
sroie_X51008114283,receipt,datasets/raw/receipt/receipt_0190.jpg,sroie,train
94067158,form,datasets/raw/form/form_0086.png,rvlcdip,train
2083780721,article,datasets/raw/article/article_0047.png,rvlcdip,train
504372363+-2363,letter,datasets/raw/letter/letter_0017.png,rvlcdip,train
2023592335,invoice,datasets/raw/invoice/invoice_0021.png,rvlcdip,train
1000306392,article,datasets/raw/article/article_0082.png,rvlcdip,train
50368697-8699,report,datasets/raw/report/report_0077.png,rvlcdip,train
0071033909,letter,datasets/raw/letter/letter_0091.png,rvlcdip,train
0013041942,invoice,datasets/raw/invoice/invoice_0083.png,rvlcdip,train
0000333645,article,datasets/raw/article/article_0018.png,rvlcdip,train
sroie_X51006557210,receipt,datasets/raw/receipt/receipt_0170.jpg,sroie,train
sroie_X51005568881,receipt,datasets/raw/receipt/receipt_0045.jpg,sroie,train
2023118642_2023118643,report,datasets/raw/report/report_0016.png,rvlcdip,train
sroie_X51006414674,receipt,datasets/raw/receipt/receipt_0053.jpg,sroie,train
92352892a,article,datasets/raw/article/article_0029.png,rvlcdip,train
sroie_X51007419197,receipt,datasets/raw/receipt/receipt_0016.jpg,sroie,train
2064224758_4759,report,datasets/raw/report/report_0002.png,rvlcdip,train
2028875572,report,datasets/raw/report/report_0013.png,rvlcdip,train
91514909,invoice,datasets/raw/invoice/invoice_0040.png,rvlcdip,train
sroie_X51006327976,receipt,datasets/raw/receipt/receipt_0122.jpg,sroie,train
2080736786,article,datasets/raw/article/article_0045.png,rvlcdip,train
sroie_X51008142060,receipt,datasets/raw/receipt/receipt_0009.jpg,sroie,train
sroie_X51005715010,receipt,datasets/raw/receipt/receipt_0137.jpg,sroie,train
2000459755,report,datasets/raw/report/report_0036.png,rvlcdip,train
sroie_X51006619854,receipt,datasets/raw/receipt/receipt_0148.jpg,sroie,train
95824922,invoice,datasets/raw/invoice/invoice_0095.png,rvlcdip,train
2020238434,report,datasets/raw/report/report_0056.png,rvlcdip,train
2057716795_2057716796,form,datasets/raw/form/form_0041.png,rvlcdip,train
2041552757,letter,datasets/raw/letter/letter_0012.png,rvlcdip,train
2085538583,invoice,datasets/raw/invoice/invoice_0011.png,rvlcdip,train
93117995_7997,form,datasets/raw/form/form_0040.png,rvlcdip,train
2029135490,form,datasets/raw/form/form_0033.png,rvlcdip,train
1002945775_1002945874,report,datasets/raw/report/report_0085.png,rvlcdip,train
sroie_X51007339113,receipt,datasets/raw/receipt/receipt_0110.jpg,sroie,train
sroie_X51005719864,receipt,datasets/raw/receipt/receipt_0030.jpg,sroie,train
0001140927,invoice,datasets/raw/invoice/invoice_0080.png,rvlcdip,train
2044221110_1111,form,datasets/raw/form/form_0002.png,rvlcdip,train
2083513969,article,datasets/raw/article/article_0077.png,rvlcdip,train
sroie_X51008164524,receipt,datasets/raw/receipt/receipt_0027.jpg,sroie,train
2044429472,article,datasets/raw/article/article_0033.png,rvlcdip,train
505365510+-5511,letter,datasets/raw/letter/letter_0077.png,rvlcdip,train
03021474-b,article,datasets/raw/article/article_0036.png,rvlcdip,train
ti16830045,article,datasets/raw/article/article_0007.png,rvlcdip,train
sroie_X51005568899,receipt,datasets/raw/receipt/receipt_0182.jpg,sroie,train
sroie_X51008145450,receipt,datasets/raw/receipt/receipt_0055.jpg,sroie,train
2028708554,invoice,datasets/raw/invoice/invoice_0081.png,rvlcdip,train
2501614242,form,datasets/raw/form/form_0025.png,rvlcdip,train
2062077953,report,datasets/raw/report/report_0051.png,rvlcdip,train
2083506319,article,datasets/raw/article/article_0065.png,rvlcdip,train
2060541122,letter,datasets/raw/letter/letter_0018.png,rvlcdip,train
2084616982_6983,form,datasets/raw/form/form_0054.png,rvlcdip,train
0060036831,form,datasets/raw/form/form_0026.png,rvlcdip,train
tob02006.68,article,datasets/raw/article/article_0075.png,rvlcdip,train
sroie_X51005676541,receipt,datasets/raw/receipt/receipt_0113.jpg,sroie,train
sroie_X51008099048,receipt,datasets/raw/receipt/receipt_0114.jpg,sroie,train
2083816225,form,datasets/raw/form/form_0062.png,rvlcdip,train
2028743021,invoice,datasets/raw/invoice/invoice_0018.png,rvlcdip,train
2084107960,form,datasets/raw/form/form_0057.png,rvlcdip,train
01110346_0359,report,datasets/raw/report/report_0099.png,rvlcdip,train
518161785+-1785,form,datasets/raw/form/form_0032.png,rvlcdip,train
2022186225,report,datasets/raw/report/report_0034.png,rvlcdip,train
2505161512,form,datasets/raw/form/form_0016.png,rvlcdip,train
tob12311.87_tob12311.89,article,datasets/raw/article/article_0020.png,rvlcdip,train
01337877_01337909,report,datasets/raw/report/report_0075.png,rvlcdip,train
515732196+-2196,letter,datasets/raw/letter/letter_0022.png,rvlcdip,train
sroie_X51007339094,receipt,datasets/raw/receipt/receipt_0088.jpg,sroie,train
2084605329,form,datasets/raw/form/form_0093.png,rvlcdip,train
89532777,report,datasets/raw/report/report_0096.png,rvlcdip,train
1004857877,letter,datasets/raw/letter/letter_0026.png,rvlcdip,train
sroie_X51006619698,receipt,datasets/raw/receipt/receipt_0035.jpg,sroie,train
sroie_X51008114284,receipt,datasets/raw/receipt/receipt_0121.jpg,sroie,train
tob15100.86,letter,datasets/raw/letter/letter_0058.png,rvlcdip,train
corti0009753,article,datasets/raw/article/article_0052.png,rvlcdip,train
2505372285,form,datasets/raw/form/form_0087.png,rvlcdip,train
sroie_X51007339132,receipt,datasets/raw/receipt/receipt_0124.jpg,sroie,train
88214917_4923,report,datasets/raw/report/report_0007.png,rvlcdip,train
50308421-8421,report,datasets/raw/report/report_0059.png,rvlcdip,train
2028881348_2028881349,report,datasets/raw/report/report_0044.png,rvlcdip,train
2505411841,report,datasets/raw/report/report_0039.png,rvlcdip,train
sroie_X51006619709,receipt,datasets/raw/receipt/receipt_0109.jpg,sroie,train
sroie_X51006557195,receipt,datasets/raw/receipt/receipt_0048.jpg,sroie,train
0001438955,form,datasets/raw/form/form_0004.png,rvlcdip,train
sroie_X51006555817,receipt,datasets/raw/receipt/receipt_0075.jpg,sroie,train
1003081493_1003081496,report,datasets/raw/report/report_0087.png,rvlcdip,train
2051046297_2051046300,form,datasets/raw/form/form_0018.png,rvlcdip,train
516871285+-1286,form,datasets/raw/form/form_0003.png,rvlcdip,train
86016250,invoice,datasets/raw/invoice/invoice_0058.png,rvlcdip,train
2063787839,form,datasets/raw/form/form_0058.png,rvlcdip,train
87147446,invoice,datasets/raw/invoice/invoice_0054.png,rvlcdip,train
sroie_X51008099041,receipt,datasets/raw/receipt/receipt_0155.jpg,sroie,train
98703373,report,datasets/raw/report/report_0063.png,rvlcdip,train
2064700614_0617,article,datasets/raw/article/article_0004.png,rvlcdip,train
522078028+-8046,form,datasets/raw/form/form_0053.png,rvlcdip,train
sroie_X51005711454,receipt,datasets/raw/receipt/receipt_0089.jpg,sroie,train
tob10515.49,letter,datasets/raw/letter/letter_0093.png,rvlcdip,train
2000459715,report,datasets/raw/report/report_0045.png,rvlcdip,train
2085626844_6845,article,datasets/raw/article/article_0039.png,rvlcdip,train
2501155477,report,datasets/raw/report/report_0025.png,rvlcdip,train
sroie_X51005230617,receipt,datasets/raw/receipt/receipt_0156.jpg,sroie,train
2061859081,article,datasets/raw/article/article_0028.png,rvlcdip,train
89000024,invoice,datasets/raw/invoice/invoice_0061.png,rvlcdip,train
sroie_X51005705760,receipt,datasets/raw/receipt/receipt_0128.jpg,sroie,train
50492614-2614,letter,datasets/raw/letter/letter_0059.png,rvlcdip,train
2029028944_2029028970,report,datasets/raw/report/report_0080.png,rvlcdip,train
2074589103,form,datasets/raw/form/form_0050.png,rvlcdip,train
91031474,invoice,datasets/raw/invoice/invoice_0055.png,rvlcdip,train
2075774440,form,datasets/raw/form/form_0001.png,rvlcdip,train
2063857770_7771,form,datasets/raw/form/form_0063.png,rvlcdip,train
2028798983_2028799042,report,datasets/raw/report/report_0068.png,rvlcdip,train
92860936,invoice,datasets/raw/invoice/invoice_0057.png,rvlcdip,train
tob08115.65,letter,datasets/raw/letter/letter_0004.png,rvlcdip,train
0060358365,letter,datasets/raw/letter/letter_0037.png,rvlcdip,train
2084020321_0322,invoice,datasets/raw/invoice/invoice_0069.png,rvlcdip,train
sroie_X51005442344,receipt,datasets/raw/receipt/receipt_0102.jpg,sroie,train
2024181547,article,datasets/raw/article/article_0003.png,rvlcdip,train
ti10051744_1745,article,datasets/raw/article/article_0096.png,rvlcdip,train
1003537845-d,article,datasets/raw/article/article_0068.png,rvlcdip,train
sroie_X51006557185,receipt,datasets/raw/receipt/receipt_0037.jpg,sroie,train
2028746017,invoice,datasets/raw/invoice/invoice_0002.png,rvlcdip,train
2058004960,form,datasets/raw/form/form_0098.png,rvlcdip,train
2064766009_6022,report,datasets/raw/report/report_0022.png,rvlcdip,train
2072555634,form,datasets/raw/form/form_0075.png,rvlcdip,train
sroie_X51005361900,receipt,datasets/raw/receipt/receipt_0001.jpg,sroie,train
sroie_X51005719856,receipt,datasets/raw/receipt/receipt_0162.jpg,sroie,train
87212059_87212066,report,datasets/raw/report/report_0033.png,rvlcdip,train
sroie_X51005806702,receipt,datasets/raw/receipt/receipt_0064.jpg,sroie,train
502223085,letter,datasets/raw/letter/letter_0067.png,rvlcdip,train
2076798993,form,datasets/raw/form/form_0064.png,rvlcdip,train
2084381550_1555,form,datasets/raw/form/form_0073.png,rvlcdip,train
2072006242,article,datasets/raw/article/article_0061.png,rvlcdip,train
sroie_X51006557188,receipt,datasets/raw/receipt/receipt_0127.jpg,sroie,train
sroie_X51006328913,receipt,datasets/raw/receipt/receipt_0077.jpg,sroie,train
2028973072_2028973146,report,datasets/raw/report/report_0067.png,rvlcdip,train
50129710-9710,letter,datasets/raw/letter/letter_0020.png,rvlcdip,train
